,State,MSA,Month,YTD_Rental_Goals
0,AK,Alaska,2021-01-31,181.0
1,AK,Alaska,2021-02-28,181.0
2,AK,Alaska,2021-03-31,182.0
3,AK,Alaska,2021-04-30,182.0
4,AK,Alaska,2021-05-31,182.0
5,AK,Alaska,2021-06-30,182.0
6,AK,Alaska,2021-07-31,182.0
7,AK,Alaska,2021-08-31,182.0
8,AK,Alaska,2021-09-30,183.0
9,AK,Alaska,2021-10-31,183.0
10,AK,Alaska,2021-11-30,183.0
11,AK,Alaska,2021-12-31,183.0
12,AL,Birmingham AL,2021-01-31,74.0
13,AL,Birmingham AL,2021-02-28,74.0
14,AL,Birmingham AL,2021-03-31,76.0
15,AL,Birmingham AL,2021-04-30,76.0
16,AL,Birmingham AL,2021-05-31,76.0
17,AL,Birmingham AL,2021-06-30,76.0
18,AL,Birmingham AL,2021-07-31,76.0
19,AL,Birmingham AL,2021-08-31,76.0
20,AL,Birmingham AL,2021-09-30,77.0
21,AL,Birmingham AL,2021-10-31,77.0
22,AL,Birmingham AL,2021-11-30,77.0
23,AL,Birmingham AL,2021-12-31,77.0
24,AL,Mobile AL,2021-01-31,96.0
25,AL,Mobile AL,2021-02-28,97.0
26,AL,Mobile AL,2021-03-31,97.0
27,AL,Mobile AL,2021-04-30,97.0
28,AL,Mobile AL,2021-05-31,97.0
29,AL,Mobile AL,2021-06-30,98.0
30,AL,Mobile AL,2021-07-31,98.0
31,AL,Mobile AL,2021-08-31,98.0
32,AL,Mobile AL,2021-09-30,98.0
33,AL,Mobile AL,2021-10-31,99.0
34,AL,Mobile AL,2021-11-30,99.0
35,AL,Mobile AL,2021-12-31,99.0
36,AL,Montgomery AL,2021-01-31,117.0
37,AL,Montgomery AL,2021-02-28,117.0
38,AL,Montgomery AL,2021-03-31,122.0
39,AL,Montgomery AL,2021-04-30,122.0
40,AL,Montgomery AL,2021-05-31,122.0
41,AL,Montgomery AL,2021-06-30,122.0
42,AL,Montgomery AL,2021-07-31,122.0
43,AL,Montgomery AL,2021-08-31,122.0
44,AL,Montgomery AL,2021-09-30,122.0
45,AL,Montgomery AL,2021-10-31,122.0
46,AL,Montgomery AL,2021-11-30,122.0
47,AL,Montgomery AL,2021-12-31,122.0
48,AL,Other AL,2021-01-31,189.0
49,AL,Other AL,2021-02-28,189.0
50,AL,Other AL,2021-03-31,191.0
51,AL,Other AL,2021-04-30,192.0
52,AL,Other AL,2021-05-31,192.0
53,AL,Other AL,2021-06-30,193.0
54,AL,Other AL,2021-07-31,194.0
55,AL,Other AL,2021-08-31,194.0
56,AL,Other AL,2021-09-30,195.0
57,AL,Other AL,2021-10-31,196.0
58,AL,Other AL,2021-11-30,196.0
59,AL,Other AL,2021-12-31,197.0
60,AR,Arkansas,2021-01-31,315.0
61,AR,Arkansas,2021-02-28,315.0
62,AR,Arkansas,2021-03-31,317.0
63,AR,Arkansas,2021-04-30,317.0
64,AR,Arkansas,2021-05-31,318.0
65,AR,Arkansas,2021-06-30,318.0
66,AR,Arkansas,2021-07-31,319.0
67,AR,Arkansas,2021-08-31,319.0
68,AR,Arkansas,2021-09-30,320.0
69,AR,Arkansas,2021-10-31,320.0
70,AR,Arkansas,2021-11-30,321.0
71,AR,Arkansas,2021-12-31,321.0
72,AZ,Other AZ,2021-01-31,320.0
73,AZ,Other AZ,2021-02-28,321.0
74,AZ,Other AZ,2021-03-31,332.0
75,AZ,Other AZ,2021-04-30,333.0
76,AZ,Other AZ,2021-05-31,333.0
77,AZ,Other AZ,2021-06-30,334.0
78,AZ,Other AZ,2021-07-31,334.0
79,AZ,Other AZ,2021-08-31,334.0
80,AZ,Other AZ,2021-09-30,335.0
81,AZ,Other AZ,2021-10-31,335.0
82,AZ,Other AZ,2021-11-30,336.0
83,AZ,Other AZ,2021-12-31,336.0
84,AZ,Phoenix AZ,2021-01-31,828.0
85,AZ,Phoenix AZ,2021-02-28,828.0
86,AZ,Phoenix AZ,2021-03-31,831.0
87,AZ,Phoenix AZ,2021-04-30,832.0
88,AZ,Phoenix AZ,2021-05-31,832.0
89,AZ,Phoenix AZ,2021-06-30,833.0
90,AZ,Phoenix AZ,2021-07-31,834.0
91,AZ,Phoenix AZ,2021-08-31,834.0
92,AZ,Phoenix AZ,2021-09-30,835.0
93,AZ,Phoenix AZ,2021-10-31,836.0
94,AZ,Phoenix AZ,2021-11-30,836.0
95,AZ,Phoenix AZ,2021-12-31,837.0
96,AZ,Tucson AZ,2021-01-31,457.0
97,AZ,Tucson AZ,2021-02-28,457.0
98,AZ,Tucson AZ,2021-03-31,471.0
99,AZ,Tucson AZ,2021-04-30,470.0
100,AZ,Tucson AZ,2021-05-31,470.0
101,AZ,Tucson AZ,2021-06-30,470.0
102,AZ,Tucson AZ,2021-07-31,470.0
103,AZ,Tucson AZ,2021-08-31,470.0
104,AZ,Tucson AZ,2021-09-30,470.0
105,AZ,Tucson AZ,2021-10-31,469.0
106,AZ,Tucson AZ,2021-11-30,469.0
107,AZ,Tucson AZ,2021-12-31,469.0
108,CA,Bakersfield CA,2021-01-31,1062.0
109,CA,Bakersfield CA,2021-02-28,1062.0
110,CA,Bakersfield CA,2021-03-31,1065.0
111,CA,Bakersfield CA,2021-04-30,1066.0
112,CA,Bakersfield CA,2021-05-31,1066.0
113,CA,Bakersfield CA,2021-06-30,1067.0
114,CA,Bakersfield CA,2021-07-31,1068.0
115,CA,Bakersfield CA,2021-08-31,1068.0
116,CA,Bakersfield CA,2021-09-30,1069.0
117,CA,Bakersfield CA,2021-10-31,1070.0
118,CA,Bakersfield CA,2021-11-30,1070.0
119,CA,Bakersfield CA,2021-12-31,1071.0
120,CA,Fresno CA,2021-01-31,995.0
121,CA,Fresno CA,2021-02-28,998.0
122,CA,Fresno CA,2021-03-31,1007.0
123,CA,Fresno CA,2021-04-30,1010.0
124,CA,Fresno CA,2021-05-31,1013.0
125,CA,Fresno CA,2021-06-30,1016.0
126,CA,Fresno CA,2021-07-31,1018.0
127,CA,Fresno CA,2021-08-31,1021.0
128,CA,Fresno CA,2021-09-30,1024.0
129,CA,Fresno CA,2021-10-31,927.0
130,CA,Fresno CA,2021-11-30,930.0
131,CA,Fresno CA,2021-12-31,933.0
132,CA,Los Angeles CA,2021-01-31,2553.0
133,CA,Los Angeles CA,2021-02-28,2553.0
134,CA,Los Angeles CA,2021-03-31,2554.0
135,CA,Los Angeles CA,2021-04-30,2554.0
136,CA,Los Angeles CA,2021-05-31,2555.0
137,CA,Los Angeles CA,2021-06-30,2555.0
138,CA,Los Angeles CA,2021-07-31,2556.0
139,CA,Los Angeles CA,2021-08-31,2556.0
140,CA,Los Angeles CA,2021-09-30,2557.0
141,CA,Los Angeles CA,2021-10-31,2557.0
142,CA,Los Angeles CA,2021-11-30,2558.0
143,CA,Los Angeles CA,2021-12-31,2558.0
144,CA,Oakland CA,2021-01-31,1308.0
145,CA,Oakland CA,2021-02-28,1309.0
146,CA,Oakland CA,2021-03-31,1310.0
147,CA,Oakland CA,2021-04-30,1311.0
148,CA,Oakland CA,2021-05-31,1312.0
149,CA,Oakland CA,2021-06-30,1313.0
150,CA,Oakland CA,2021-07-31,1313.0
151,CA,Oakland CA,2021-08-31,1314.0
152,CA,Oakland CA,2021-09-30,1315.0
153,CA,Oakland CA,2021-10-31,1316.0
154,CA,Oakland CA,2021-11-30,1316.0
155,CA,Oakland CA,2021-12-31,1317.0
156,CA,Other CA,2021-01-31,1687.0
157,CA,Other CA,2021-02-28,1688.0
158,CA,Other CA,2021-03-31,1689.0
159,CA,Other CA,2021-04-30,1690.0
160,CA,Other CA,2021-05-31,1691.0
161,CA,Other CA,2021-06-30,1693.0
162,CA,Other CA,2021-07-31,1694.0
163,CA,Other CA,2021-08-31,1695.0
164,CA,Other CA,2021-09-30,1696.0
165,CA,Other CA,2021-10-31,1697.0
166,CA,Other CA,2021-11-30,1698.0
167,CA,Other CA,2021-12-31,1699.0
168,CA,Sacramento CA,2021-01-31,1200.0
169,CA,Sacramento CA,2021-02-28,1201.0
170,CA,Sacramento CA,2021-03-31,1203.0
171,CA,Sacramento CA,2021-04-30,1203.0
172,CA,Sacramento CA,2021-05-31,1203.0
173,CA,Sacramento CA,2021-06-30,1204.0
174,CA,Sacramento CA,2021-07-31,1204.0
175,CA,Sacramento CA,2021-08-31,1204.0
176,CA,Sacramento CA,2021-09-30,1204.0
177,CA,Sacramento CA,2021-10-31,1205.0
178,CA,Sacramento CA,2021-11-30,1205.0
179,CA,Sacramento CA,2021-12-31,1205.0
180,CA,San Bernardino-Riverside CA,2021-01-31,1359.0
181,CA,San Bernardino-Riverside CA,2021-02-28,1361.0
182,CA,San Bernardino-Riverside CA,2021-03-31,1362.0
183,CA,San Bernardino-Riverside CA,2021-04-30,1363.0
184,CA,San Bernardino-Riverside CA,2021-05-31,1364.0
185,CA,San Bernardino-Riverside CA,2021-06-30,1366.0
186,CA,San Bernardino-Riverside CA,2021-07-31,1367.0
187,CA,San Bernardino-Riverside CA,2021-08-31,1368.0
188,CA,San Bernardino-Riverside CA,2021-09-30,1369.0
189,CA,San Bernardino-Riverside CA,2021-10-31,1371.0
190,CA,San Bernardino-Riverside CA,2021-11-30,1372.0
191,CA,San Bernardino-Riverside CA,2021-12-31,1373.0
192,CA,San Diego CA,2021-01-31,1363.0
193,CA,San Diego CA,2021-02-28,1364.0
194,CA,San Diego CA,2021-03-31,1366.0
195,CA,San Diego CA,2021-04-30,1367.0
196,CA,San Diego CA,2021-05-31,1368.0
197,CA,San Diego CA,2021-06-30,1370.0
198,CA,San Diego CA,2021-07-31,1371.0
199,CA,San Diego CA,2021-08-31,1372.0
200,CA,San Diego CA,2021-09-30,1373.0
201,CA,San Diego CA,2021-10-31,1374.0
202,CA,San Diego CA,2021-11-30,1375.0
203,CA,San Diego CA,2021-12-31,1376.0
204,CA,San Francisco CA,2021-01-31,1005.0
205,CA,San Francisco CA,2021-02-28,1006.0
206,CA,San Francisco CA,2021-03-31,1008.0
207,CA,San Francisco CA,2021-04-30,1009.0
208,CA,San Francisco CA,2021-05-31,1010.0
209,CA,San Francisco CA,2021-06-30,1011.0
210,CA,San Francisco CA,2021-07-31,1011.0
211,CA,San Francisco CA,2021-08-31,1012.0
212,CA,San Francisco CA,2021-09-30,1013.0
213,CA,San Francisco CA,2021-10-31,1014.0
214,CA,San Francisco CA,2021-11-30,1015.0
215,CA,San Francisco CA,2021-12-31,1016.0
216,CA,San Jose CA,2021-01-31,1087.0
217,CA,San Jose CA,2021-02-28,1087.0
218,CA,San Jose CA,2021-03-31,1089.0
219,CA,San Jose CA,2021-04-30,1090.0
220,CA,San Jose CA,2021-05-31,1090.0
221,CA,San Jose CA,2021-06-30,1091.0
222,CA,San Jose CA,2021-07-31,1092.0
223,CA,San Jose CA,2021-08-31,1092.0
224,CA,San Jose CA,2021-09-30,1093.0
225,CA,San Jose CA,2021-10-31,1094.0
226,CA,San Jose CA,2021-11-30,1094.0
227,CA,San Jose CA,2021-12-31,1095.0
228,CA,Santa Ana-Anaheim CA,2021-01-31,1487.0
229,CA,Santa Ana-Anaheim CA,2021-02-28,1488.0
230,CA,Santa Ana-Anaheim CA,2021-03-31,1488.0
231,CA,Santa Ana-Anaheim CA,2021-04-30,1489.0
232,CA,Santa Ana-Anaheim CA,2021-05-31,1490.0
233,CA,Santa Ana-Anaheim CA,2021-06-30,1491.0
234,CA,Santa Ana-Anaheim CA,2021-07-31,1491.0
235,CA,Santa Ana-Anaheim CA,2021-08-31,1492.0
236,CA,Santa Ana-Anaheim CA,2021-09-30,1493.0
237,CA,Santa Ana-Anaheim CA,2021-10-31,1494.0
238,CA,Santa Ana-Anaheim CA,2021-11-30,1494.0
239,CA,Santa Ana-Anaheim CA,2021-12-31,1495.0
240,CO,Colorado Springs CO,2021-01-31,203.0
241,CO,Colorado Springs CO,2021-02-28,203.0
242,CO,Colorado Springs CO,2021-03-31,206.0
243,CO,Colorado Springs CO,2021-04-30,207.0
244,CO,Colorado Springs CO,2021-05-31,207.0
245,CO,Colorado Springs CO,2021-06-30,208.0
246,CO,Colorado Springs CO,2021-07-31,209.0
247,CO,Colorado Springs CO,2021-08-31,209.0
248,CO,Colorado Springs CO,2021-09-30,210.0
249,CO,Colorado Springs CO,2021-10-31,211.0
250,CO,Colorado Springs CO,2021-11-30,211.0
251,CO,Colorado Springs CO,2021-12-31,212.0
252,CO,Denver CO,2021-01-31,752.0
253,CO,Denver CO,2021-02-28,752.0
254,CO,Denver CO,2021-03-31,753.0
255,CO,Denver CO,2021-04-30,753.0
256,CO,Denver CO,2021-05-31,754.0
257,CO,Denver CO,2021-06-30,754.0
258,CO,Denver CO,2021-07-31,755.0
259,CO,Denver CO,2021-08-31,755.0
260,CO,Denver CO,2021-09-30,756.0
261,CO,Denver CO,2021-10-31,756.0
262,CO,Denver CO,2021-11-30,757.0
263,CO,Denver CO,2021-12-31,757.0
264,CO,Other CO,2021-01-31,232.0
265,CO,Other CO,2021-02-28,232.0
266,CO,Other CO,2021-03-31,233.0
267,CO,Other CO,2021-04-30,233.0
268,CO,Other CO,2021-05-31,234.0
269,CO,Other CO,2021-06-30,235.0
270,CO,Other CO,2021-07-31,235.0
271,CO,Other CO,2021-08-31,236.0
272,CO,Other CO,2021-09-30,236.0
273,CO,Other CO,2021-10-31,237.0
274,CO,Other CO,2021-11-30,237.0
275,CO,Other CO,2021-12-31,238.0
276,CT,Hartford CT,2021-01-31,288.0
277,CT,Hartford CT,2021-02-28,288.0
278,CT,Hartford CT,2021-03-31,289.0
279,CT,Hartford CT,2021-04-30,289.0
280,CT,Hartford CT,2021-05-31,290.0
281,CT,Hartford CT,2021-06-30,291.0
282,CT,Hartford CT,2021-07-31,291.0
283,CT,Hartford CT,2021-08-31,292.0
284,CT,Hartford CT,2021-09-30,292.0
285,CT,Hartford CT,2021-10-31,293.0
286,CT,Hartford CT,2021-11-30,293.0
287,CT,Hartford CT,2021-12-31,294.0
288,CT,New Haven CT,2021-01-31,333.0
289,CT,New Haven CT,2021-02-28,336.0
290,CT,New Haven CT,2021-03-31,340.0
291,CT,New Haven CT,2021-04-30,342.0
292,CT,New Haven CT,2021-05-31,345.0
293,CT,New Haven CT,2021-06-30,347.0
294,CT,New Haven CT,2021-07-31,349.0
295,CT,New Haven CT,2021-08-31,352.0
296,CT,New Haven CT,2021-09-30,354.0
297,CT,New Haven CT,2021-10-31,356.0
298,CT,New Haven CT,2021-11-30,359.0
299,CT,New Haven CT,2021-12-31,361.0
300,CT,Stamford CT,2021-01-31,183.0
301,CT,Stamford CT,2021-02-28,184.0
302,CT,Stamford CT,2021-03-31,186.0
303,CT,Stamford CT,2021-04-30,186.0
304,CT,Stamford CT,2021-05-31,187.0
305,CT,Stamford CT,2021-06-30,188.0
306,CT,Stamford CT,2021-07-31,189.0
307,CT,Stamford CT,2021-08-31,190.0
308,CT,Stamford CT,2021-09-30,191.0
309,CT,Stamford CT,2021-10-31,191.0
310,CT,Stamford CT,2021-11-30,192.0
311,CT,Stamford CT,2021-12-31,193.0
312,DC,Washington DC,2021-01-31,206.0
313,DC,Washington DC,2021-02-28,208.0
314,DC,Washington DC,2021-03-31,211.0
315,DC,Washington DC,2021-04-30,213.0
316,DC,Washington DC,2021-05-31,215.0
317,DC,Washington DC,2021-06-30,217.0
318,DC,Washington DC,2021-07-31,218.0
319,DC,Washington DC,2021-08-31,220.0
320,DC,Washington DC,2021-09-30,222.0
321,DC,Washington DC,2021-10-31,224.0
322,DC,Washington DC,2021-11-30,226.0
323,DC,Washington DC,2021-12-31,228.0
324,DE,Delaware,2021-01-31,55.0
325,DE,Delaware,2021-02-28,58.0
326,DE,Delaware,2021-03-31,62.0
327,DE,Delaware,2021-04-30,65.0
328,DE,Delaware,2021-05-31,69.0
329,DE,Delaware,2021-06-30,72.0
330,DE,Delaware,2021-07-31,76.0
331,DE,Delaware,2021-08-31,79.0
332,DE,Delaware,2021-09-30,83.0
333,DE,Delaware,2021-10-31,86.0
334,DE,Delaware,2021-11-30,90.0
335,DE,Delaware,2021-12-31,93.0
336,FL,Fort Myers-Naples FL,2021-01-31,867.0
337,FL,Fort Myers-Naples FL,2021-02-28,869.0
338,FL,Fort Myers-Naples FL,2021-03-31,872.0
339,FL,Fort Myers-Naples FL,2021-04-30,874.0
340,FL,Fort Myers-Naples FL,2021-05-31,876.0
341,FL,Fort Myers-Naples FL,2021-06-30,878.0
342,FL,Fort Myers-Naples FL,2021-07-31,880.0
343,FL,Fort Myers-Naples FL,2021-08-31,882.0
344,FL,Fort Myers-Naples FL,2021-09-30,885.0
345,FL,Fort Myers-Naples FL,2021-10-31,887.0
346,FL,Fort Myers-Naples FL,2021-11-30,889.0
347,FL,Fort Myers-Naples FL,2021-12-31,891.0
348,FL,Jacksonville FL,2021-01-31,994.0
349,FL,Jacksonville FL,2021-02-28,995.0
350,FL,Jacksonville FL,2021-03-31,997.0
351,FL,Jacksonville FL,2021-04-30,998.0
352,FL,Jacksonville FL,2021-05-31,999.0
353,FL,Jacksonville FL,2021-06-30,1000.0
354,FL,Jacksonville FL,2021-07-31,1000.0
355,FL,Jacksonville FL,2021-08-31,1001.0
356,FL,Jacksonville FL,2021-09-30,1002.0
357,FL,Jacksonville FL,2021-10-31,1003.0
358,FL,Jacksonville FL,2021-11-30,1003.0
359,FL,Jacksonville FL,2021-12-31,1004.0
360,FL,Miami-Fort Lauderdale FL,2021-01-31,1287.0
361,FL,Miami-Fort Lauderdale FL,2021-02-28,1288.0
362,FL,Miami-Fort Lauderdale FL,2021-03-31,1289.0
363,FL,Miami-Fort Lauderdale FL,2021-04-30,1290.0
364,FL,Miami-Fort Lauderdale FL,2021-05-31,1291.0
365,FL,Miami-Fort Lauderdale FL,2021-06-30,1292.0
366,FL,Miami-Fort Lauderdale FL,2021-07-31,1292.0
367,FL,Miami-Fort Lauderdale FL,2021-08-31,1293.0
368,FL,Miami-Fort Lauderdale FL,2021-09-30,1294.0
369,FL,Miami-Fort Lauderdale FL,2021-10-31,1295.0
370,FL,Miami-Fort Lauderdale FL,2021-11-30,1296.0
371,FL,Miami-Fort Lauderdale FL,2021-12-31,1297.0
372,FL,Orlando FL,2021-01-31,814.0
373,FL,Orlando FL,2021-02-28,814.0
374,FL,Orlando FL,2021-03-31,823.0
375,FL,Orlando FL,2021-04-30,823.0
376,FL,Orlando FL,2021-05-31,824.0
377,FL,Orlando FL,2021-06-30,824.0
378,FL,Orlando FL,2021-07-31,825.0
379,FL,Orlando FL,2021-08-31,825.0
380,FL,Orlando FL,2021-09-30,826.0
381,FL,Orlando FL,2021-10-31,826.0
382,FL,Orlando FL,2021-11-30,827.0
383,FL,Orlando FL,2021-12-31,827.0
384,FL,Other FL,2021-01-31,1182.0
385,FL,Other FL,2021-02-28,1182.0
386,FL,Other FL,2021-03-31,1183.0
387,FL,Other FL,2021-04-30,1183.0
388,FL,Other FL,2021-05-31,1183.0
389,FL,Other FL,2021-06-30,1183.0
390,FL,Other FL,2021-07-31,1183.0
391,FL,Other FL,2021-08-31,1183.0
392,FL,Other FL,2021-09-30,1184.0
393,FL,Other FL,2021-10-31,1184.0
394,FL,Other FL,2021-11-30,1184.0
395,FL,Other FL,2021-12-31,1184.0
396,FL,Tampa-St Petersburg FL,2021-01-31,1019.0
397,FL,Tampa-St Petersburg FL,2021-02-28,1020.0
398,FL,Tampa-St Petersburg FL,2021-03-31,1024.0
399,FL,Tampa-St Petersburg FL,2021-04-30,1024.0
400,FL,Tampa-St Petersburg FL,2021-05-31,1024.0
401,FL,Tampa-St Petersburg FL,2021-06-30,1025.0
402,FL,Tampa-St Petersburg FL,2021-07-31,1025.0
403,FL,Tampa-St Petersburg FL,2021-08-31,1025.0
404,FL,Tampa-St Petersburg FL,2021-09-30,1025.0
405,FL,Tampa-St Petersburg FL,2021-10-31,1026.0
406,FL,Tampa-St Petersburg FL,2021-11-30,1026.0
407,FL,Tampa-St Petersburg FL,2021-12-31,1026.0
408,FL,West Palm Beach-Boca Raton FL,2021-01-31,1005.0
409,FL,West Palm Beach-Boca Raton FL,2021-02-28,1005.0
410,FL,West Palm Beach-Boca Raton FL,2021-03-31,1006.0
411,FL,West Palm Beach-Boca Raton FL,2021-04-30,1007.0
412,FL,West Palm Beach-Boca Raton FL,2021-05-31,1007.0
413,FL,West Palm Beach-Boca Raton FL,2021-06-30,1008.0
414,FL,West Palm Beach-Boca Raton FL,2021-07-31,1009.0
415,FL,West Palm Beach-Boca Raton FL,2021-08-31,1009.0
416,FL,West Palm Beach-Boca Raton FL,2021-09-30,1010.0
417,FL,West Palm Beach-Boca Raton FL,2021-10-31,1011.0
418,FL,West Palm Beach-Boca Raton FL,2021-11-30,1011.0
419,FL,West Palm Beach-Boca Raton FL,2021-12-31,1012.0
420,GA,Athens GA,2021-01-31,250.0
421,GA,Athens GA,2021-02-28,250.0
422,GA,Athens GA,2021-03-31,251.0
423,GA,Athens GA,2021-04-30,252.0
424,GA,Athens GA,2021-05-31,252.0
425,GA,Athens GA,2021-06-30,253.0
426,GA,Athens GA,2021-07-31,254.0
427,GA,Athens GA,2021-08-31,254.0
428,GA,Athens GA,2021-09-30,255.0
429,GA,Athens GA,2021-10-31,231.0
430,GA,Athens GA,2021-11-30,231.0
431,GA,Athens GA,2021-12-31,232.0
432,GA,Atlanta GA,2021-01-31,344.0
433,GA,Atlanta GA,2021-02-28,345.0
434,GA,Atlanta GA,2021-03-31,347.0
435,GA,Atlanta GA,2021-04-30,348.0
436,GA,Atlanta GA,2021-05-31,349.0
437,GA,Atlanta GA,2021-06-30,350.0
438,GA,Atlanta GA,2021-07-31,351.0
439,GA,Atlanta GA,2021-08-31,352.0
440,GA,Atlanta GA,2021-09-30,354.0
441,GA,Atlanta GA,2021-10-31,355.0
442,GA,Atlanta GA,2021-11-30,356.0
443,GA,Atlanta GA,2021-12-31,357.0
444,GA,Atlanta Suburbs GA,2021-01-31,583.0
445,GA,Atlanta Suburbs GA,2021-02-28,585.0
446,GA,Atlanta Suburbs GA,2021-03-31,586.0
447,GA,Atlanta Suburbs GA,2021-04-30,587.0
448,GA,Atlanta Suburbs GA,2021-05-31,589.0
449,GA,Atlanta Suburbs GA,2021-06-30,590.0
450,GA,Atlanta Suburbs GA,2021-07-31,591.0
451,GA,Atlanta Suburbs GA,2021-08-31,593.0
452,GA,Atlanta Suburbs GA,2021-09-30,594.0
453,GA,Atlanta Suburbs GA,2021-10-31,595.0
454,GA,Atlanta Suburbs GA,2021-11-30,597.0
455,GA,Atlanta Suburbs GA,2021-12-31,598.0
456,GA,Other GA,2021-01-31,417.0
457,GA,Other GA,2021-02-28,417.0
458,GA,Other GA,2021-03-31,418.0
459,GA,Other GA,2021-04-30,418.0
460,GA,Other GA,2021-05-31,419.0
461,GA,Other GA,2021-06-30,420.0
462,GA,Other GA,2021-07-31,420.0
463,GA,Other GA,2021-08-31,421.0
464,GA,Other GA,2021-09-30,421.0
465,GA,Other GA,2021-10-31,422.0
466,GA,Other GA,2021-11-30,422.0
467,GA,Other GA,2021-12-31,423.0
468,HI,Hawaii,2021-01-31,475.0
469,HI,Hawaii,2021-02-28,476.0
470,HI,Hawaii,2021-03-31,479.0
471,HI,Hawaii,2021-04-30,479.0
472,HI,Hawaii,2021-05-31,480.0
473,HI,Hawaii,2021-06-30,481.0
474,HI,Hawaii,2021-07-31,482.0
475,HI,Hawaii,2021-08-31,483.0
476,HI,Hawaii,2021-09-30,484.0
477,HI,Hawaii,2021-10-31,484.0
478,HI,Hawaii,2021-11-30,485.0
479,HI,Hawaii,2021-12-31,486.0
480,IA,Iowa,2021-01-31,378.0
481,IA,Iowa,2021-02-28,378.0
482,IA,Iowa,2021-03-31,379.0
483,IA,Iowa,2021-04-30,379.0
484,IA,Iowa,2021-05-31,380.0
485,IA,Iowa,2021-06-30,380.0
486,IA,Iowa,2021-07-31,381.0
487,IA,Iowa,2021-08-31,381.0
488,IA,Iowa,2021-09-30,382.0
489,IA,Iowa,2021-10-31,382.0
490,IA,Iowa,2021-11-30,383.0
491,IA,Iowa,2021-12-31,383.0
492,ID,Boise ID,2021-01-31,99.0
493,ID,Boise ID,2021-02-28,99.0
494,ID,Boise ID,2021-03-31,101.0
495,ID,Boise ID,2021-04-30,101.0
496,ID,Boise ID,2021-05-31,102.0
497,ID,Boise ID,2021-06-30,102.0
498,ID,Boise ID,2021-07-31,103.0
499,ID,Boise ID,2021-08-31,103.0
500,ID,Boise ID,2021-09-30,104.0
501,ID,Boise ID,2021-10-31,104.0
502,ID,Boise ID,2021-11-30,105.0
503,ID,Boise ID,2021-12-31,105.0
504,ID,Other ID,2021-01-31,431.0
505,ID,Other ID,2021-02-28,432.0
506,ID,Other ID,2021-03-31,432.0
507,ID,Other ID,2021-04-30,432.0
508,ID,Other ID,2021-05-31,433.0
509,ID,Other ID,2021-06-30,433.0
510,ID,Other ID,2021-07-31,433.0
511,ID,Other ID,2021-08-31,434.0
512,ID,Other ID,2021-09-30,434.0
513,ID,Other ID,2021-10-31,434.0
514,ID,Other ID,2021-11-30,435.0
515,ID,Other ID,2021-12-31,435.0
516,IL,Chicago IL,2021-01-31,1407.0
517,IL,Chicago IL,2021-02-28,1407.0
518,IL,Chicago IL,2021-03-31,1409.0
519,IL,Chicago IL,2021-04-30,1410.0
520,IL,Chicago IL,2021-05-31,1410.0
521,IL,Chicago IL,2021-06-30,1411.0
522,IL,Chicago IL,2021-07-31,1412.0
523,IL,Chicago IL,2021-08-31,1412.0
524,IL,Chicago IL,2021-09-30,1413.0
525,IL,Chicago IL,2021-10-31,1414.0
526,IL,Chicago IL,2021-11-30,1414.0
527,IL,Chicago IL,2021-12-31,1415.0
528,IL,Peoria IL,2021-01-31,209.0
529,IL,Peoria IL,2021-02-28,210.0
530,IL,Peoria IL,2021-03-31,212.0
531,IL,Peoria IL,2021-04-30,213.0
532,IL,Peoria IL,2021-05-31,214.0
533,IL,Peoria IL,2021-06-30,216.0
534,IL,Peoria IL,2021-07-31,217.0
535,IL,Peoria IL,2021-08-31,218.0
536,IL,Peoria IL,2021-09-30,219.0
537,IL,Peoria IL,2021-10-31,220.0
538,IL,Peoria IL,2021-11-30,221.0
539,IL,Peoria IL,2021-12-31,222.0
540,IL,Rockford IL,2021-01-31,340.0
541,IL,Rockford IL,2021-02-28,341.0
542,IL,Rockford IL,2021-03-31,343.0
543,IL,Rockford IL,2021-04-30,344.0
544,IL,Rockford IL,2021-05-31,345.0
545,IL,Rockford IL,2021-06-30,346.0
546,IL,Rockford IL,2021-07-31,347.0
547,IL,Rockford IL,2021-08-31,348.0
548,IL,Rockford IL,2021-09-30,349.0
549,IL,Rockford IL,2021-10-31,350.0
550,IL,Rockford IL,2021-11-30,351.0
551,IL,Rockford IL,2021-12-31,352.0
552,IL,Southern IL,2021-01-31,428.0
553,IL,Southern IL,2021-02-28,429.0
554,IL,Southern IL,2021-03-31,430.0
555,IL,Southern IL,2021-04-30,430.0
556,IL,Southern IL,2021-05-31,431.0
557,IL,Southern IL,2021-06-30,432.0
558,IL,Southern IL,2021-07-31,433.0
559,IL,Southern IL,2021-08-31,434.0
560,IL,Southern IL,2021-09-30,435.0
561,IL,Southern IL,2021-10-31,435.0
562,IL,Southern IL,2021-11-30,436.0
563,IL,Southern IL,2021-12-31,437.0
564,IN,Gary-Hammond IN,2021-01-31,190.0
565,IN,Gary-Hammond IN,2021-02-28,190.0
566,IN,Gary-Hammond IN,2021-03-31,195.0
567,IN,Gary-Hammond IN,2021-04-30,195.0
568,IN,Gary-Hammond IN,2021-05-31,196.0
569,IN,Gary-Hammond IN,2021-06-30,197.0
570,IN,Gary-Hammond IN,2021-07-31,197.0
571,IN,Gary-Hammond IN,2021-08-31,198.0
572,IN,Gary-Hammond IN,2021-09-30,198.0
